Date,Location,MinTemp,MaxTemp,AvgTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Windspeed,Humidity9am,Humidity3pm,Humidity,Pressure9am,Pressure3pm,Pressure,Temp9am,Temp3pm
27/10/2016,MountGinini,5.2,16.1,11.7,5,N,43,WSW,NE,19,33,13,38,64,54.5,1020.4,1008.7,1014.55,14,28
28/10/2016,MountGinini,8.5,19.6,10.65,0,SW,48,W,N,4,31,10,35,56,48,1017,1026.1,1021.55,15.4,14.1
29/10/2016,MountGinini,14.6,20,14.05,4,SSW,39,SSE,W,11,30,11,49,50,40,1015.5,1025.3,1020.4,14.8,13.4
30/10/2016,MountGinini,9,22.5,17.3,9.8,S,35,SW,NW,19,31,30.5,50,99,54.5,1022.6,1015.8,1019.2,14.4,18.3
31/10/2016,MountGinini,1.7,19.9,15.75,28.6,SSE,30,NNE,N,9,33,22.5,38,81,61.5,1022.1,1015.7,1018.9,13.7,19.1
1/11/2016,MountGinini,-1.6,24.4,10.8,3.8,SE,20,W,NW,11,33,18.5,24,74,91.5,1013.5,1018.1,1015.8,10.5,23.9
2/11/2016,MountGinini,0.5,22.2,11.4,0.2,S,17,SSW,W,17,30,18.5,22,77,76.5,1015.5,1021.2,1018.35,9.1,25.6
3/11/2016,MountGinini,7.5,23.9,11.35,0,SW,26,SSE,NW,17,28,17,94,71,84,1006.9,1019.6,1013.25,14.4,19.9
4/11/2016,MountGinini,13.3,25,15.7,0,SE,28,ENE,NNW,17,35,24,35,84,48,1014.7,1011.5,1013.1,15.1,18.5
5/11/2016,MountGinini,13.8,25.9,19.15,0,SE,39,ENE,N,17,31,24,96,74,38.5,1010,1013.2,1011.6,16.9,16.3
6/11/2016,MountGinini,9.5,17.7,19.85,0,ESE,37,E,ESE,4,31,20.5,96,72,53.5,1015.6,1002.2,1008.9,15.5,16.4
7/11/2016,MountGinini,4.7,21.2,13.6,0,NNE,31,E,N,22,22,21.5,54,69,45.5,1021.7,1011.9,1016.8,18.8,14.2
8/11/2016,MountGinini,5.6,24.9,12.95,0,NNE,37,NE,WSW,15,30,21,29,72,76,1018.8,1004.8,1011.8,16.2,14.4
9/11/2016,MountGinini,7.5,27.3,15.25,0,NE,37,WSW,WSW,13,30,11,35,100,98,1029.9,1016,1022.95,17.6,16.2
10/11/2016,MountGinini,7.8,25.4,17.4,0.6,NE,52,SSE,SSW,13,13,17,84,77,57,1033.3,1019,1026.15,17.7,18.6
11/11/2016,MountGinini,10.4,17.8,16.6,2.2,N,39,SSW,SSE,9,33,12,70,76,58.5,1032,1020.5,1026.25,17.3,21.4
12/11/2016,MountGinini,10.1,16.5,14.1,0,N,33,SW,NNW,19,46,25.5,69,72,61.5,1026.5,1029.5,1028,11.4,16.1
13/11/2016,MountGinini,9.5,21.6,13.3,0,NNE,61,NE,N,15,30,31.5,45,100,71,1024.6,1030.8,1027.7,13.2,17.6
14/11/2016,MountGinini,8.1,22.6,15.55,0,NNE,39,E,NNW,19,17,22.5,73,99,81,1026.1,1028.6,1027.35,13.9,22.8
15/11/2016,MountGinini,5.7,24.4,15.35,0,WSW,39,SSE,NW,7,30,9,100,84,54.5,1020.4,1022.9,1021.65,20.1,26.6
16/11/2016,MountGinini,3.2,20.1,15.05,0,NNW,39,SE,NNW,20,20,6.5,93,75,52.5,1003.6,1021.8,1012.7,21.4,12.4
17/11/2016,MountGinini,3.5,18.6,11.65,0,N,30,NE,N,15,0,11,92,74,51,1009.3,1021.2,1015.25,8.3,14.6
18/11/2016,MountGinini,4.3,23.8,11.05,0.4,N,54,N,WSW,30,28,18,70,77,72.5,1023.4,1014.8,1019.1,13.4,14.4
19/11/2016,MountGinini,4.8,22.6,14.05,7.4,W,65,N,SSW,37,7,12,99,64,97.5,1027.5,1004,1015.75,11.8,18.1
20/11/2016,MountGinini,9.6,24.2,13.7,0,N,35,NNW,S,11,15,10,99,67,81,1025.5,1013.9,1019.7,13.3,18.7
21/11/2016,MountGinini,11.5,25.5,16.9,0,SSW,50,S,WNW,7,20,17.5,99,72,92.5,1023.8,1022.9,1023.35,16.9,16.8
22/11/2016,MountGinini,7.8,28,18.5,0,S,39,SE,N,26,17,19.5,82,76,86,1022.6,1025.1,1023.85,15.7,15.8
23/11/2016,MountGinini,7.8,24.1,17.9,0,S,31,NE,SSW,31,6,15,74,70,81.5,1020.8,1021.8,1021.3,10.6,17.2
24/11/2016,MountGinini,9.4,20.2,15.95,88,SE,33,NE,S,13,15,15,73,85,63,1024.1,1021.5,1022.8,14.8,21.3
25/11/2016,MountGinini,10,21,14.8,0,SE,17,NE,SE,9,17,17,63,62,73.5,1026.8,1019.8,1023.3,16,24
26/11/2016,MountGinini,9.5,22.7,15.5,0,WSW,20,SSW,N,13,0,11,73,69,85.5,1029.3,1019.2,1024.25,15.7,14.5
27/11/2016,MountGinini,5.9,23.6,16.1,0,WSW,50,S,NW,7,20,7.5,58,61,83,1027.1,1021.8,1024.45,18.8,16.2
28/11/2016,MountGinini,8.6,24.3,14.75,5.4,SW,50,SE,W,17,28,17,62,69,66.5,1023.4,1026.6,1025,17.3,20.5
29/11/2016,MountGinini,11.9,22,16.45,0.2,SSE,39,SE,WNW,9,44,11,43,99,94.5,1023.7,1025.9,1024.8,16.2,23.3
30/11/2016,MountGinini,12.4,15.7,16.95,0,SSW,37,E,WSW,6,22,17,100,82,79.5,1024.9,1023.2,1024.05,14.7,25.2
1/12/2016,MountGinini,12.1,15,14.05,0,SSE,50,E,NW,24,30,15,79,75,86,1021.2,1020.5,1020.85,11.3,15.6
2/12/2016,MountGinini,7.6,25.1,13.55,1.4,SE,22,SE,NW,17,20,20.5,61,60,42.5,1006.8,1021.7,1014.25,12.2,13.2
3/12/2016,MountGinini,6.7,30.2,16.35,9,NNW,35,SSE,WSW,15,11,13,69,78,50.5,1007,1021.9,1014.45,16.2,15.1
4/12/2016,MountGinini,7,28.6,18.45,1.8,NW,26,SE,WNW,11,35,11,71,91,59.5,1021.6,1015.8,1018.7,17.6,21.1
5/12/2016,MountGinini,10,18.8,17.8,0.4,SSE,24,SE,N,9,24,15,66,79,96,1023,1004.8,1013.9,16.7,22.1
6/12/2016,MountGinini,11,17.5,14.4,0,N,33,E,SSW,17,15,19,84,57,98.5,1020.6,1011.7,1016.15,13.7,22.7
7/12/2016,MountGinini,10.4,18.6,14.25,0,N,26,SSE,SSE,4,24,12,81,71,81.5,1023.2,1021.4,1022.3,11.1,23.5
8/12/2016,MountGinini,10.8,18.7,14.5,0,N,20,SSE,SW,15,11,29,73,60,85,1016.2,1020.4,1018.3,14.7,19.1
9/12/2016,MountGinini,7.5,23.7,14.75,0,WSW,24,SSE,N,15,22,16,75,66,70.5,1018,1020.3,1019.15,19.6,14.8
10/12/2016,MountGinini,-1.1,23.9,15.6,0,WSW,24,ESE,NW,7,19,11,72,71,79,1030.5,1019.4,1024.95,24,18.4
11/12/2016,MountGinini,2.1,15.7,11.4,1.6,W,20,SE,SW,2,22,9.5,98,71,76,1032.7,1012.3,1022.5,16.9,10.1
12/12/2016,MountGinini,3.5,13,8.9,0,N,41,SE,SSW,11,31,14,71,96,82,1029.8,1019.5,1024.65,7.9,13.3
13/12/2016,MountGinini,1.8,10.8,8.25,0,SSE,26,E,WSW,13,24,19.5,40,62,74.5,1018.6,1029.2,1023.9,9.3,14.5
14/12/2016,MountGinini,2.5,17.5,6.3,5.2,N,30,S,SSW,26,43,19.5,34,39,78,1026.1,1029.6,1027.85,8.5,12.3
15/12/2016,MountGinini,1.2,22.1,10,1.6,N,46,S,NNW,13,24,9,100,42,96,1030.2,1025.2,1027.7,16.3,18
16/12/2016,MountGinini,3.4,25.1,11.65,0,SSW,30,SE,S,9,6,15.5,67,84,94,1028.8,1025.8,1027.3,17.7,22.7
17/12/2016,MountGinini,3.9,24.1,14.25,0,WNW,39,ENE,S,11,22,26,74,56,98,1026.8,1027.9,1027.35,11.9,20.8
18/12/2016,MountGinini,5,11.2,14,0,SW,43,NE,NNW,9,19,6.5,51,96,80.5,1026.7,1026.1,1026.4,5.6,14.5
19/12/2016,MountGinini,5.8,16.7,8.1,0,N,43,NE,N,7,20,9,82,55,98.5,1025.9,1023.4,1024.65,0.7,12.9
20/12/2016,MountGinini,-2.6,16.2,11.25,0,N,65,W,S,11,39,21.5,58,48,64.5,1025.8,1024.9,1025.35,7.9,12.4
21/12/2016,MountGinini,-1.1,18,6.8,0,N,46,SW,SW,24,24,14,100,99,50,1024.6,1022.9,1023.75,13.4,12.1
22/12/2016,MountGinini,3.3,19.2,8.45,0,SE,46,SW,SW,7,20,8,73,66,64,1021.5,1022.9,1022.2,15.8,15.9
23/12/2016,MountGinini,3.9,20.7,11.25,0,S,37,SW,SW,11,24,12,82,63,73,1021.1,1022.2,1021.65,17.3,17.1
24/12/2016,MountGinini,4.6,16.6,12.3,0,WNW,54,S,SW,7,26,13.5,90,61,71,1022.2,1019.4,1020.8,9.9,18.2
25/12/2016,MountGinini,2.6,11.6,10.6,0,NNE,57,SSE,S,9,26,11,84,36,86,1026.1,1018.1,1022.1,6.5,16.6
26/12/2016,MountGinini,2.8,17.1,7.1,0,SW,57,SSE,SW,9,22,12,86,98,88,1023.1,1020.2,1021.65,9.8,15.5
27/12/2016,MountGinini,4.8,16.2,9.95,0,SSE,37,E,W,9,28,12,64,53,99,1017.1,1024.8,1020.95,10.8,12.6
28/12/2016,MountGinini,7.2,15.2,10.5,0,SSE,39,NE,S,11,22,19,51,36,98.5,1020.5,1018.4,1019.45,10.9,15.4
29/12/2016,MountGinini,5.6,13,11.2,0,NE,35,SW,W,7,13,18,61,39,80,1023.3,1015.7,1019.5,13,13.5
30/12/2016,MountGinini,5.4,17.1,9.3,0,WNW,56,SE,SW,33,6,21,54,56,74,1018.6,1018.8,1018.7,10.8,14.1
31/12/2016,MountGinini,6.6,18.8,11.25,0,WSW,50,NE,WNW,15,48,17,69,60,93,1013.7,1019,1016.35,10.7,15
1/01/2017,MountGinini,5.4,20.2,12.7,0,SW,35,WSW,N,15,41,16,90,73,99,1020.4,1014.2,1017.3,10.6,17.8
2/01/2017,MountGinini,5.8,21.6,12.8,0,N,57,ESE,SW,7,35,5.5,100,70,84,1022.4,1014.5,1018.45,8.1,11.7
3/01/2017,MountGinini,6,17.3,13.7,12.2,WSW,37,S,SW,6,20,9.5,100,63,96.5,1018.8,1017.8,1018.3,5.7,13.3
4/01/2017,MountGinini,7.6,15.1,11.65,0,SSE,46,SE,N,4,30,15,61,35,96,1007,1020.4,1013.7,4.3,9.1
5/01/2017,MountGinini,2.3,13.1,11.35,0,SSE,39,SE,W,28,17,8,98,62,89,1017.9,1013,1015.45,4.9,9
6/01/2017,MountGinini,-4.6,19.4,7.7,0,N,41,NNE,SSW,13,7,9,71,60,64,1019,1006.8,1012.9,13.1,10.5
7/01/2017,MountGinini,-2.3,17.1,7.4,2.6,E,37,NE,S,17,37,3,85,77,79,1031.5,1018.2,1024.85,14.1,9.7
8/01/2017,MountGinini,3.7,13,7.4,8.6,N,33,SE,SE,9,31,16,98,57,88,1036.4,1021.5,1028.95,13.7,8.7
9/01/2017,MountGinini,1.9,16.2,8.35,11.4,NNW,54,SSE,NW,13,11,17,70,67,76,1036.3,1031.8,1034.05,10.6,10.4
10/01/2017,MountGinini,3.8,21,9.05,0,NW,46,SE,NW,22,13,12,99,60,78.5,1034,1034.9,1034.45,9.8,12.8
11/01/2017,MountGinini,1.9,14.2,12.4,0,SW,48,SSE,SSW,20,26,19.5,99,47,74,1029.7,1034.1,1031.9,10.1,12.7
12/01/2017,MountGinini,-3.1,17.7,8.05,4.4,SSE,46,SE,SE,9,31,7,86,61,86,1025.1,1030.7,1027.9,12.8,14.2
13/01/2017,MountGinini,-1,12.1,7.3,36.2,S,54,SE,N,4,31,28,99,100,94,1023.5,1025.7,1024.6,13.5,13.3
14/01/2017,MountGinini,2.2,13,5.55,1.2,SE,50,SW,WSW,19,28,25.5,78,70,98.5,1031.1,1020.9,1026,8.6,12.4
15/01/2017,MountGinini,4.2,14,7.6,0,SSE,54,SW,S,2,44,7.5,62,72,96,1028.1,1025.2,1026.65,11.9,11.1
16/01/2017,MountGinini,-3.1,19,9.1,0,S,46,SSW,N,7,30,15,88,47,99.5,1032.4,1028.9,1030.65,14.2,8.7
17/01/2017,MountGinini,-2.9,21.4,7.95,0.2,SSE,44,SSW,SW,11,30,17,76,34,99.5,1034.9,1026.2,1030.55,13.5,10.6
18/01/2017,MountGinini,-2.7,19.2,9.25,0,SSE,46,S,S,13,20,25,67,77,95,1029.1,1032.3,1030.7,12.9,9.1
19/01/2017,MountGinini,1.5,19.1,8.25,0,S,48,SSE,SE,6,20,6.5,65,46,81.5,1026,1031.9,1028.95,8.3,11.5
20/01/2017,MountGinini,2.5,15.4,10.3,0,SSE,50,SSE,WSW,20,37,34,78,34,79,1031.9,1024.4,1028.15,8.1,11.8
21/01/2017,MountGinini,2.9,12.2,8.95,0,SSE,48,ESE,N,6,22,6.5,35,36,61.5,1029.6,1024.5,1027.05,10.3,8.6
22/01/2017,MountGinini,2.7,14.8,7.55,0,SSE,37,SSE,N,11,20,8.5,100,100,98,1028.1,1030.2,1029.15,13.4,8.7
23/01/2017,MountGinini,3.5,10.9,8.75,0,N,35,ESE,ENE,20,26,17.5,70,57,97,1026.9,1027,1026.95,12.8,8.2
24/01/2017,MountGinini,1.6,7.6,7.2,1,WSW,44,SSW,NE,13,26,23,98,58,88.5,1026.1,1025.7,1025.9,12.7,10.7
25/01/2017,MountGinini,0.2,9.7,4.6,0,S,50,WNW,NNW,4,24,12,81,60,83,1029.1,1024.2,1026.65,13.8,11.8
26/01/2017,MountGinini,1.4,11.3,4.95,0,S,41,SSE,W,4,9,9,70,68,83,1032,1023.6,1027.8,9.6,7.5
27/01/2017,MountGinini,3.9,11.4,6.35,0,NE,30,SSE,WSW,22,19,11,75,65,90,1028.2,1028.2,1028.2,2.5,11.9
28/01/2017,MountGinini,4.3,12.9,7.65,0,SSW,48,SSE,SSE,15,9,13,91,40,98,1028.3,1029.3,1028.8,4.3,9
29/01/2017,MountGinini,2.3,12.9,8.6,0,SSE,41,ESE,SW,20,41,9,72,35,88,1028.4,1023.7,1026.05,6.8,10.2
30/01/2017,MountGinini,1.7,7,7.6,0,W,67,SE,S,20,43,19,98,62,83.5,1018.5,1027.8,1023.15,4.4,11.5
31/01/2017,MountGinini,2.2,5.3,4.35,0,WSW,35,SSE,SE,13,39,21,98,37,79,1017.9,1024.9,1021.4,4.4,7.8
1/02/2017,MountGinini,3.3,10.8,3.75,0,WSW,63,ESE,N,24,24,15,84,44,89,1016.3,1012.2,1014.25,6.6,11.1
2/02/2017,MountGinini,1.7,9.6,7.05,0,S,43,SE,N,17,37,12,98,21,75,1013.8,1016.4,1015.1,8.3,8.5
3/02/2017,MountGinini,0.1,11.8,5.65,0,S,35,SE,ENE,20,20,13,99,31,85,1014.3,1013.2,1013.75,8.7,3.4
4/02/2017,MountGinini,0.1,14.1,5.95,0,SSE,35,ESE,NNE,15,17,13,90,42,96,1012.6,1013.8,1013.2,8.1,7.9
5/02/2017,MountGinini,0.9,12.2,7.1,0,SSE,30,E,SW,17,30,20,48,42,98,1018,1010.5,1014.25,5.9,5.4
6/02/2017,MountGinini,1.7,9.9,6.55,0,SE,33,E,W,9,35,9,92,24,96,1020.5,1007.3,1013.9,-0.9,7.9
7/02/2017,MountGinini,-4.4,13.9,5.8,1.6,NNW,33,S,NNW,9,6,9,72,52,77.5,1020.2,1017.6,1018.9,5.2,8.3
8/02/2017,MountGinini,-4.1,15.2,4.75,0,NE,33,SE,SW,11,41,23,99,60,63.5,1015.3,1019.4,1017.35,7.6,9.5
9/02/2017,MountGinini,-5.9,13.7,5.55,0,SSE,48,SSE,W,0,28,16,100,63,63,1009.7,1018.3,1014,5.8,6.2
10/02/2017,MountGinini,-3.7,13.6,3.9,0,SSE,50,SE,NW,17,28,16,90,45,83.5,1010.3,1010.5,1010.4,10.3,8.8
11/02/2017,MountGinini,-1.8,10.5,4.95,0,SSE,30,SSE,WSW,19,28,14.5,99,25,99,1014.1,1008,1011.05,7,10.3
12/02/2017,MountGinini,-2.2,12.5,4.35,0,WSW,46,SSE,SSW,4,9,19.5,98,17,77.5,1015.7,1010.8,1013.25,7,10.7
13/02/2017,MountGinini,-0.9,12.7,5.15,44.2,WSW,31,ESE,NW,17,13,18.5,98,43,79.5,1014.7,1013.6,1014.15,8.6,7.6
14/02/2017,MountGinini,-0.1,14,5.9,0,W,69,E,WNW,13,17,6,74,39,80.5,1003.8,1012.8,1008.3,11.6,7.5
15/02/2017,MountGinini,-2.1,8.5,6.95,0,S,43,W,S,13,20,13,69,44,82.5,1001.4,1010,1005.7,11.2,9.3
16/02/2017,MountGinini,-3,4.7,3.2,0,SE,26,WSW,E,20,17,11,75,39,69,1009,997.7,1003.35,9.9,9.2
17/02/2017,MountGinini,-1.4,5.5,0.85,0,W,35,SSE,SSW,6,37,16.5,60,35,72.5,1009.9,1003.3,1006.6,9,10.4
18/02/2017,MountGinini,0.9,10.7,2.05,0,W,39,SE,SSE,15,20,16.5,89,20,83.5,1011.1,1008.6,1009.85,6.4,10.9
19/02/2017,MountGinini,0.7,12.4,5.8,0,SW,67,SSE,NNW,17,33,10.5,69,39,92.5,1015.9,1005.6,1010.75,9.4,7.9
20/02/2017,MountGinini,1.7,10.9,6.55,0,SW,44,SSE,NNW,4,39,19.5,98,56,95.5,1018.3,1010.1,1014.2,9.2,9.5
21/02/2017,MountGinini,0.6,9.6,6.3,0,W,24,SSE,SW,2,26,4,91,37,85,1007.7,1016.3,1012,8.3,1.7
22/02/2017,MountGinini,0.7,4.3,5.1,1.6,WNW,37,SSW,SSW,11,9,13,100,22,97,1008.4,1014.1,1011.25,2.9,5.2
23/02/2017,MountGinini,3.2,5.9,2.5,4.6,WSW,39,SSW,SSE,15,22,18,89,16,58,1012.2,1003.9,1008.05,-2.3,8.7
24/02/2017,MountGinini,3.3,7.3,4.55,0,WSW,30,SSE,S,11,19,10,96,21,56,1005.4,1007.9,1006.65,4.1,9.4
25/02/2017,MountGinini,3,9.8,5.3,1,W,43,SSE,W,6,20,10,86,99,83,1006.2,1006.5,1006.35,10.3,10.7
26/02/2017,MountGinini,1.7,6.1,6.4,0,SSE,43,SSW,W,15,13,13,86,86,86.5,1007.3,1005.9,1006.6,6.2,9.9
27/02/2017,MountGinini,2.1,5.7,3.9,0,ESE,39,SSE,NNW,13,11,15,93,54,47.5,1016.7,1002,1009.35,5.4,12.9
28/02/2017,MountGinini,2.4,5,3.9,6.8,SSW,44,SE,SSE,22,28,13,100,73,82,1017.2,1008.7,1012.95,3.3,11.1
1/03/2017,MountGinini,3.7,9.2,3.7,0,SSE,50,NNE,W,35,41,13,99,44,98,1017.9,1015.5,1016.7,0.5,13.5
2/03/2017,MountGinini,2.8,10.1,6.45,0,N,44,SW,SSW,19,24,5,99,58,90.5,1020.4,1016.2,1018.3,2.8,11.2
3/03/2017,MountGinini,-1.7,11,6.45,0,N,48,SSW,W,26,17,17.5,99,76,98,1016.7,1016.7,1016.7,5.2,10.1
4/03/2017,MountGinini,-1.3,8.4,4.65,1.4,SW,31,ESE,NNW,46,24,12,99,59,86,1012,1018.2,1015.1,6,6.2
5/03/2017,MountGinini,-1.6,9.2,3.55,0,N,56,NNW,NNW,30,9,12,85,37,79,1013.3,1014.2,1013.75,-0.7,6.5
6/03/2017,MountGinini,-5.3,5,3.8,1,SSW,52,WSW,SE,28,15,9.5,71,26,82.5,1019.4,1011.4,1015.4,-2.6,8
7/03/2017,MountGinini,7.2,7.7,-0.15,0,SSE,37,SSW,SE,20,30,7.5,66,34,49,1023.2,1013.3,1018.25,4.4,5.7
8/03/2017,MountGinini,11.6,8.4,7.45,0,NNE,43,S,NNE,30,24,12.5,92,27,65,1019.6,1019.9,1019.75,4.2,6.5
9/03/2017,MountGinini,23.8,11.5,10,0,SW,44,SE,NW,11,24,9.5,98,21,51,1023.6,1020.5,1022.05,7.5,10.8
10/03/2017,MountGinini,12.6,11.2,17.65,0,SSW,43,E,W,19,31,16,97,26,45.5,1025.1,1019.3,1022.2,6.3,9.5
11/03/2017,MountGinini,9.9,7.4,11.9,0,NW,44,SSE,SSW,26,22,7,82,40,49.5,1019.8,1022.6,1021.2,5.3,8.8
12/03/2017,MountGinini,11.2,7.9,8.65,0,WNW,59,S,WSW,31,20,18.5,98,31,74.5,1020.2,1020.9,1020.55,4.5,12.3
13/03/2017,MountGinini,14.1,8.2,9.55,0,SW,41,SE,SW,7,31,15,98,37,59.5,1024.9,1017.9,1021.4,4,9.9
14/03/2017,MountGinini,17.8,9.9,11.15,0,SW,20,ENE,S,28,28,28,96,14,49,1021.9,1021.9,1021.9,3.2,9.2
15/03/2017,MountGinini,14.4,10.3,13.85,0,NNW,30,SE,NNW,22,20,29.5,98,58,49.5,1018.5,1021.4,1019.95,7.2,8.1
16/03/2017,MountGinini,10.4,5.5,12.35,0,W,39,SE,W,17,20,10,98,40,82.5,1025.2,1019,1022.1,9.7,10.7
17/03/2017,MountGinini,11.5,9.6,7.95,14.6,N,28,NE,WNW,20,28,6.5,98,19,59.5,1021.3,1016.8,1019.05,4.8,10
18/03/2017,MountGinini,13.4,8.2,10.55,0,N,50,SSW,SW,24,19,21.5,99,10,85,1019.5,1022,1020.75,4.4,10
19/03/2017,MountGinini,16.4,6.9,10.8,0,SSE,54,SE,WSW,20,24,27.5,96,36,84,1015.6,1018.3,1016.95,5.6,11.5
20/03/2017,MountGinini,15.1,2.5,11.65,0,SSE,44,SE,WSW,31,20,9.5,99,21,61.5,1017.1,1017,1017.05,6.9,10
21/03/2017,MountGinini,11,-1,8.8,0,W,22,ESE,N,35,41,13,99,77,50.5,1017.7,1012.5,1015.1,5,10.3
22/03/2017,MountGinini,4.5,0.3,5,0,NW,41,ENE,N,28,20,14,89,44,67.5,1020.9,1015.9,1018.4,2.6,8.8
23/03/2017,MountGinini,11.7,4.1,2.4,0.6,SSE,31,NE,SW,22,22,8,91,24,80.5,1018.7,1017,1017.85,5.4,9.3
24/03/2017,MountGinini,10.2,5,7.9,0,SSW,43,ENE,S,13,30,15,90,19,73,1016.3,1020.7,1018.5,2.5,9.5
25/03/2017,MountGinini,7,5.4,7.6,1.4,SSE,50,NW,SSE,6,43,9,99,39,70.5,1014.2,1014.6,1014.4,4.2,10.2
26/03/2017,MountGinini,7.5,6.3,6.2,6.8,SSE,35,NNE,N,20,43,6.5,93,28,72.5,1013.1,1015.3,1014.2,2.5,11.8
27/03/2017,MountGinini,16.1,5.3,6.9,2.2,SSE,31,WNW,NNE,24,44,18.5,98,52,86,1010.8,1010.8,1010.8,-3.6,13.2
28/03/2017,MountGinini,12,6.1,10.7,0,SSE,31,ENE,ENE,30,35,15,99,26,92,1020.1,1011.6,1015.85,-1.5,13.7
29/03/2017,MountGinini,14.9,2,9.05,0,SSE,33,N,ENE,35,33,16,90,20,84,1015.4,1014.8,1015.1,-3.2,14.2
30/03/2017,MountGinini,7.6,4.4,8.45,0,SSE,24,W,SSE,39,24,8.5,91,16,83,1010.9,1019.4,1015.15,3.9,16.6
31/03/2017,MountGinini,10.2,7.9,6,0,ENE,30,NNE,SE,24,11,7.5,86,57,73.5,1011.1,1011.6,1011.35,2.3,8.4
1/04/2017,MountGinini,5.5,3.7,9.05,1.4,NE,35,ESE,W,28,61,11.5,99,37,81.5,1006.5,1009.8,1008.15,1.4,9
2/04/2017,MountGinini,6.5,6.5,4.6,0,WSW,35,SE,SSE,30,44,5,94,43,83,1011.6,1009.4,1010.5,1.4,9.8
3/04/2017,MountGinini,9.6,8.2,6.5,0,SSE,31,ENE,SE,31,26,13,98,37,85.5,1018.6,1002.7,1010.65,4.3,10.6
4/04/2017,MountGinini,9.5,7.7,8.9,0,SW,48,NNE,NNW,22,26,10.5,98,28,79,1017.1,1015,1016.05,-2,10.7
5/04/2017,MountGinini,8.8,8.8,8.6,0,SSE,59,WNW,ENE,28,15,7,99,16,72,1015.6,1014.7,1015.15,-1.4,8.6
6/04/2017,MountGinini,9.2,9.2,8.8,1,S,63,NW,SE,30,28,4.5,99,52,79,1016.5,1015.8,1016.15,3.5,9.6
7/04/2017,MountGinini,10.7,8.4,9.2,4.2,SSE,52,WNW,SSW,20,46,9,99,77,62.5,1011.2,1012,1011.6,2.2,8.5
8/04/2017,MountGinini,10.4,8.8,9.55,0,SSE,50,NW,NW,31,28,13,100,49,71,1012.4,1016.3,1014.35,2.5,11.1
9/04/2017,MountGinini,10.8,8.5,9.6,0,SSE,43,NNE,WNW,15,30,28,100,40,59.5,1012.8,1010.8,1011.8,4.4,14.6
10/04/2017,MountGinini,10.2,9.7,9.65,0.2,WNW,41,ESE,SSE,31,0,16.5,86,25,65.5,1013.4,1010.8,1012.1,1.8,15
11/04/2017,MountGinini,10.5,8.8,9.95,0,S,31,N,NNE,11,13,7.5,100,41,71,1018.4,1009.3,1013.85,7.4,10.3
12/04/2017,MountGinini,14.6,9.2,9.65,0,SW,46,NNW,N,26,46,8.5,100,37,91,1015.6,1013.1,1014.35,5.5,13
13/04/2017,MountGinini,22,9.3,11.9,2.6,WSW,35,W,SW,33,17,8,99,44,77,1019.5,1016.2,1017.85,3.8,12
14/04/2017,MountGinini,14,5.4,15.65,1.2,SE,33,NE,ESE,41,33,11,98,67,60.5,1023.4,1014.6,1019,5.4,11.9
15/04/2017,MountGinini,10.1,4.5,9.7,0.4,SSE,28,WNW,NNW,6,20,10,99,44,73.5,1016.8,1019.6,1018.2,6.1,11.3
16/04/2017,MountGinini,13,4.1,7.3,0,SSE,28,W,NE,17,11,22,99,24,81,1017.5,1021.3,1019.4,5.1,12.1
17/04/2017,MountGinini,12.2,1.9,8.55,4.8,ENE,37,E,NNE,20,39,9,92,47,72.5,1015.3,1011.4,1013.35,5.3,13.5
18/04/2017,MountGinini,13.8,27.4,7.05,3.2,N,35,NNW,N,26,17,7.5,100,43,70.5,1006.4,1017,1011.7,6.5,15.1
19/04/2017,MountGinini,14.2,38.2,20.6,1.4,SW,24,WSW,SSE,26,17,10,94,37,76,1004,1012.3,1008.15,6.3,15.5
20/04/2017,MountGinini,16.5,37.5,26.2,0,NNE,35,S,ESE,9,9,8,100,61,66.5,1005.7,1003,1004.35,1.4,17.1
21/04/2017,MountGinini,11.7,23.5,27,0,NW,67,SW,NE,4,19,9,87,50,70.5,1017.2,1004.5,1010.85,1,11.9
22/04/2017,MountGinini,12.6,26.6,17.6,0,W,50,SE,N,26,50,8,100,29,71.5,1026.8,1002.7,1014.75,-0.5,11.2
23/04/2017,MountGinini,13,32.5,19.6,0,W,37,SSE,WNW,26,26,6.5,100,15,84.5,1021.7,1020.1,1020.9,-3.2,11.8
24/04/2017,MountGinini,13.3,37.5,22.75,5.6,WNW,39,SE,WSW,20,26,8,98,47,83.5,1008.4,1024.5,1016.45,17,11.6
25/04/2017,MountGinini,13.8,27,25.4,3.6,NW,46,SSE,NW,39,19,27.5,100,48,51,1017.3,1016.8,1017.05,25.1,9.9
26/04/2017,MountGinini,12.9,16.2,20.4,2.2,NW,50,SSE,NW,20,17,13,100,37,36.5,1018.6,1007.6,1013.1,27.6,7.9
27/04/2017,MountGinini,13.9,18.8,14.55,1,W,54,SSE,SSW,11,39,12,99,35,71,1017.8,1017.7,1017.75,13.6,10.5
28/04/2017,MountGinini,19.9,22.9,16.35,0,WNW,54,NNW,SW,9,37,6.5,92,27,75.5,1023.2,1013.5,1018.35,15.3,10.7
29/04/2017,MountGinini,19.1,30.8,21.4,0,SW,57,WNW,SSW,24,20,7.5,87,27,65,1025.7,1016.6,1021.15,19.2,14.5
